dataset,scenario,method,metric,score
lung_atlas,missing_and_mixing_at_edge_30,scGEN,NMI_cluster/label,0.829242
lung_atlas,missing_and_mixing_at_edge_30,scGEN,graph_conn,0.906377
lung_atlas,missing_and_mixing_at_edge_30,scGEN,isolated_label_F1,0.740506
lung_atlas,missing_and_mixing_at_edge_30,scGEN,isolated_label_silhouette,0.518342
lung_atlas,missing_and_mixing_at_edge_30,scGEN,kBET,0.589587
lung_atlas,missing_and_mixing_at_edge_30,scGEN,lisi_b,0.170932
lung_atlas,missing_and_mixing_at_edge_30,scGEN,lisi_c,0.990478
lung_atlas,missing_and_mixing_at_edge_30,scGEN,lisi_f1,0.29155
lung_atlas,missing_and_mixing_at_edge_30,scGEN,pos_rate,0.904943
lung_atlas,missing_and_mixing_at_edge_30,scGEN,truepos_rate,0.124282
lung_atlas,missing_and_mixing_at_edge_50,ItClust,ARI_cluster/label,0.620996
lung_atlas,missing_and_mixing_at_edge_50,ItClust,ASW_label,0.783384
lung_atlas,missing_and_mixing_at_edge_50,ItClust,ASW_label/batch,0.447804
lung_atlas,missing_and_mixing_at_edge_50,ItClust,NMI_cluster/label,0.736169
lung_atlas,missing_and_mixing_at_edge_50,ItClust,graph_conn,0.842178
lung_atlas,missing_and_mixing_at_edge_50,ItClust,isolated_label_F1,0.603604
lung_atlas,missing_and_mixing_at_edge_50,ItClust,isolated_label_silhouette,0.393832
lung_atlas,missing_and_mixing_at_edge_50,ItClust,kBET,0.736678
lung_atlas,missing_and_mixing_at_edge_50,ItClust,lisi_b,0.222224
lung_atlas,missing_and_mixing_at_edge_50,ItClust,lisi_c,0.977186
lung_atlas,missing_and_mixing_at_edge_50,ItClust,lisi_f1,0.362102
lung_atlas,missing_and_mixing_at_edge_50,ItClust,pos_rate,0.82971
lung_atlas,missing_and_mixing_at_edge_50,ItClust,truepos_rate,0.291872
lung_atlas,missing_and_mixing_at_edge_50,STACAS,ARI_cluster/label,0.632196
lung_atlas,missing_and_mixing_at_edge_50,STACAS,ASW_label,0.59034
lung_atlas,missing_and_mixing_at_edge_50,STACAS,ASW_label/batch,0.840454
lung_atlas,missing_and_mixing_at_edge_50,STACAS,NMI_cluster/label,0.768125
lung_atlas,missing_and_mixing_at_edge_50,STACAS,graph_conn,0.963875
lung_atlas,missing_and_mixing_at_edge_50,STACAS,isolated_label_F1,0.815267
lung_atlas,missing_and_mixing_at_edge_50,STACAS,isolated_label_silhouette,0.599319
lung_atlas,missing_and_mixing_at_edge_50,STACAS,kBET,0.484471
lung_atlas,missing_and_mixing_at_edge_50,STACAS,lisi_b,0.166932
lung_atlas,missing_and_mixing_at_edge_50,STACAS,lisi_c,0.97772
lung_atlas,missing_and_mixing_at_edge_50,STACAS,lisi_f1,0.285174
lung_atlas,missing_and_mixing_at_edge_50,STACAS,pos_rate,0.837948
lung_atlas,missing_and_mixing_at_edge_50,STACAS,truepos_rate,0.0806672
lung_atlas,missing_and_mixing_at_edge_50,scANVI,ARI_cluster/label,0.617861
lung_atlas,missing_and_mixing_at_edge_50,scANVI,ASW_label,0.620801
lung_atlas,missing_and_mixing_at_edge_50,scANVI,ASW_label/batch,0.876556
lung_atlas,missing_and_mixing_at_edge_50,scANVI,NMI_cluster/label,0.766815
lung_atlas,missing_and_mixing_at_edge_50,scANVI,graph_conn,0.974404
lung_atlas,missing_and_mixing_at_edge_50,scANVI,isolated_label_F1,0.748052
lung_atlas,missing_and_mixing_at_edge_50,scANVI,isolated_label_silhouette,0.654768
lung_atlas,missing_and_mixing_at_edge_50,scANVI,kBET,0.435115
lung_atlas,missing_and_mixing_at_edge_50,scANVI,lisi_b,0.151449
lung_atlas,missing_and_mixing_at_edge_50,scANVI,lisi_c,0.978791
lung_atlas,missing_and_mixing_at_edge_50,scANVI,lisi_f1,0.26231
lung_atlas,missing_and_mixing_at_edge_50,scANVI,pos_rate,0.834051
lung_atlas,missing_and_mixing_at_edge_50,scANVI,truepos_rate,0.087606
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,ARI_cluster/label,0.729657
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,ASW_label,0.614059
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,ASW_label/batch,0.859205
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,NMI_cluster/label,0.780247
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,graph_conn,0.958353
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,isolated_label_F1,0.84878
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,isolated_label_silhouette,0.676659
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,kBET,0.642517
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,lisi_b,0.213944
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,lisi_c,0.977851
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,lisi_f1,0.351077
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,pos_rate,0.834769
lung_atlas,missing_and_mixing_at_edge_50,scDREAMER,truepos_rate,0.297683
lung_atlas,missing_and_mixing_at_edge_50,scGEN,ARI_cluster/label,0.59886
lung_atlas,missing_and_mixing_at_edge_50,scGEN,ASW_label,0.579178
lung_atlas,missing_and_mixing_at_edge_50,scGEN,ASW_label/batch,0.842904
lung_atlas,missing_and_mixing_at_edge_50,scGEN,NMI_cluster/label,0.716016
lung_atlas,missing_and_mixing_at_edge_50,scGEN,graph_conn,0.894467
lung_atlas,missing_and_mixing_at_edge_50,scGEN,isolated_label_F1,0.482143
lung_atlas,missing_and_mixing_at_edge_50,scGEN,isolated_label_silhouette,0.457142
lung_atlas,missing_and_mixing_at_edge_50,scGEN,kBET,0.523883
lung_atlas,missing_and_mixing_at_edge_50,scGEN,lisi_b,0.165628
lung_atlas,missing_and_mixing_at_edge_50,scGEN,lisi_c,0.976912
lung_atlas,missing_and_mixing_at_edge_50,scGEN,lisi_f1,0.283235
lung_atlas,missing_and_mixing_at_edge_50,scGEN,pos_rate,0.813474
lung_atlas,missing_and_mixing_at_edge_50,scGEN,truepos_rate,0.112934
lung_atlas,missing_and_mixing_at_edge_70,ItClust,ARI_cluster/label,0.563931
lung_atlas,missing_and_mixing_at_edge_70,ItClust,ASW_label,0.734883
lung_atlas,missing_and_mixing_at_edge_70,ItClust,ASW_label/batch,0.476739
lung_atlas,missing_and_mixing_at_edge_70,ItClust,NMI_cluster/label,0.694433
lung_atlas,missing_and_mixing_at_edge_70,ItClust,graph_conn,0.788496
lung_atlas,missing_and_mixing_at_edge_70,ItClust,isolated_label_F1,0.192022
lung_atlas,missing_and_mixing_at_edge_70,ItClust,isolated_label_silhouette,0.234874
lung_atlas,missing_and_mixing_at_edge_70,ItClust,kBET,0.741591
lung_atlas,missing_and_mixing_at_edge_70,ItClust,lisi_b,0.219371
lung_atlas,missing_and_mixing_at_edge_70,ItClust,lisi_c,0.97018
lung_atlas,missing_and_mixing_at_edge_70,ItClust,lisi_f1,0.357832
lung_atlas,missing_and_mixing_at_edge_70,ItClust,pos_rate,0.777789
lung_atlas,missing_and_mixing_at_edge_70,ItClust,truepos_rate,0.278575
lung_atlas,missing_and_mixing_at_edge_70,STACAS,ARI_cluster/label,0.636011
lung_atlas,missing_and_mixing_at_edge_70,STACAS,ASW_label,0.589991
lung_atlas,missing_and_mixing_at_edge_70,STACAS,ASW_label/batch,0.837949
lung_atlas,missing_and_mixing_at_edge_70,STACAS,NMI_cluster/label,0.762453
lung_atlas,missing_and_mixing_at_edge_70,STACAS,graph_conn,0.961825
lung_atlas,missing_and_mixing_at_edge_70,STACAS,isolated_label_F1,0.78174
lung_atlas,missing_and_mixing_at_edge_70,STACAS,isolated_label_silhouette,0.606104
lung_atlas,missing_and_mixing_at_edge_70,STACAS,kBET,0.46705
lung_atlas,missing_and_mixing_at_edge_70,STACAS,lisi_b,0.167049
lung_atlas,missing_and_mixing_at_edge_70,STACAS,lisi_c,0.977473
lung_atlas,missing_and_mixing_at_edge_70,STACAS,lisi_f1,0.285335
lung_atlas,missing_and_mixing_at_edge_70,STACAS,pos_rate,0.834461
lung_atlas,missing_and_mixing_at_edge_70,STACAS,truepos_rate,0.0806672
lung_atlas,missing_and_mixing_at_edge_70,scANVI,ARI_cluster/label,0.582111
lung_atlas,missing_and_mixing_at_edge_70,scANVI,ASW_label,0.623304
lung_atlas,missing_and_mixing_at_edge_70,scANVI,ASW_label/batch,0.875972
lung_atlas,missing_and_mixing_at_edge_70,scANVI,NMI_cluster/label,0.771747
lung_atlas,missing_and_mixing_at_edge_70,scANVI,graph_conn,0.974195
lung_atlas,missing_and_mixing_at_edge_70,scANVI,isolated_label_F1,0.8448
lung_atlas,missing_and_mixing_at_edge_70,scANVI,isolated_label_silhouette,0.650239
lung_atlas,missing_and_mixing_at_edge_70,scANVI,kBET,0.435398
lung_atlas,missing_and_mixing_at_edge_70,scANVI,lisi_b,0.149357
lung_atlas,missing_and_mixing_at_edge_70,scANVI,lisi_c,0.978687
lung_atlas,missing_and_mixing_at_edge_70,scANVI,lisi_f1,0.259164
lung_atlas,missing_and_mixing_at_edge_70,scANVI,pos_rate,0.835965
lung_atlas,missing_and_mixing_at_edge_70,scANVI,truepos_rate,0.0830941
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,ARI_cluster/label,0.645907
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,ASW_label,0.600115
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,ASW_label/batch,0.863202
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,NMI_cluster/label,0.740079
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,graph_conn,0.959309
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,isolated_label_F1,0.824675
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,isolated_label_silhouette,0.658139
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,kBET,0.641406
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,lisi_b,0.211092
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,lisi_c,0.972312
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,lisi_f1,0.346876
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,pos_rate,0.784181
lung_atlas,missing_and_mixing_at_edge_70,scDREAMER,truepos_rate,0.273482
lung_atlas,missing_and_mixing_at_edge_70,scGEN,ARI_cluster/label,0.637036
lung_atlas,missing_and_mixing_at_edge_70,scGEN,ASW_label,0.578688
lung_atlas,missing_and_mixing_at_edge_70,scGEN,ASW_label/batch,0.846314
lung_atlas,missing_and_mixing_at_edge_70,scGEN,NMI_cluster/label,0.70893
lung_atlas,missing_and_mixing_at_edge_70,scGEN,graph_conn,0.899324
lung_atlas,missing_and_mixing_at_edge_70,scGEN,isolated_label_F1,0.474187
lung_atlas,missing_and_mixing_at_edge_70,scGEN,isolated_label_silhouette,0.454917
lung_atlas,missing_and_mixing_at_edge_70,scGEN,kBET,0.51448
lung_atlas,missing_and_mixing_at_edge_70,scGEN,lisi_b,0.165582
lung_atlas,missing_and_mixing_at_edge_70,scGEN,lisi_c,0.976262
lung_atlas,missing_and_mixing_at_edge_70,scGEN,lisi_f1,0.283141
lung_atlas,missing_and_mixing_at_edge_70,scGEN,pos_rate,0.806843
lung_atlas,missing_and_mixing_at_edge_70,scGEN,truepos_rate,0.097997
lung_atlas,mixing_at_edge_30,ItClust,ARI_cluster/label,0.697934
lung_atlas,mixing_at_edge_30,ItClust,ASW_label,0.766062
lung_atlas,mixing_at_edge_30,ItClust,ASW_label/batch,0.494011
lung_atlas,mixing_at_edge_30,ItClust,NMI_cluster/label,0.759931
lung_atlas,mixing_at_edge_30,ItClust,graph_conn,0.819621
lung_atlas,mixing_at_edge_30,ItClust,isolated_label_F1,0.590308
lung_atlas,mixing_at_edge_30,ItClust,isolated_label_silhouette,0.371213
lung_atlas,mixing_at_edge_30,ItClust,kBET,0.75685
lung_atlas,mixing_at_edge_30,ItClust,lisi_b,0.234896
lung_atlas,mixing_at_edge_30,ItClust,lisi_c,0.977377
lung_atlas,mixing_at_edge_30,ItClust,lisi_f1,0.378762
lung_atlas,mixing_at_edge_30,ItClust,pos_rate,0.817268
lung_atlas,mixing_at_edge_30,ItClust,truepos_rate,0.369599
lung_atlas,mixing_at_edge_30,STACAS,ARI_cluster/label,0.672562
lung_atlas,mixing_at_edge_30,STACAS,ASW_label,0.597939
lung_atlas,mixing_at_edge_30,STACAS,ASW_label/batch,0.843112
lung_atlas,mixing_at_edge_30,STACAS,NMI_cluster/label,0.770879
lung_atlas,mixing_at_edge_30,STACAS,graph_conn,0.970089
lung_atlas,mixing_at_edge_30,STACAS,isolated_label_F1,0.840979
lung_atlas,mixing_at_edge_30,STACAS,isolated_label_silhouette,0.626805
lung_atlas,mixing_at_edge_30,STACAS,kBET,0.482297
lung_atlas,mixing_at_edge_30,STACAS,lisi_b,0.167618
lung_atlas,mixing_at_edge_30,STACAS,lisi_c,0.978817
lung_atlas,mixing_at_edge_30,STACAS,lisi_f1,0.286222
lung_atlas,mixing_at_edge_30,STACAS,pos_rate,0.843759
lung_atlas,mixing_at_edge_30,STACAS,truepos_rate,0.081009
lung_atlas,mixing_at_edge_30,scANVI,ARI_cluster/label,0.784975
lung_atlas,mixing_at_edge_30,scANVI,ASW_label,0.65292
lung_atlas,mixing_at_edge_30,scANVI,ASW_label/batch,0.873404
lung_atlas,mixing_at_edge_30,scANVI,NMI_cluster/label,0.871884
lung_atlas,mixing_at_edge_30,scANVI,graph_conn,0.997039
lung_atlas,mixing_at_edge_30,scANVI,isolated_label_F1,0.973244
lung_atlas,mixing_at_edge_30,scANVI,isolated_label_silhouette,0.784999
lung_atlas,mixing_at_edge_30,scANVI,kBET,0.450079
lung_atlas,mixing_at_edge_30,scANVI,lisi_b,0.154153
lung_atlas,mixing_at_edge_30,scANVI,lisi_c,0.981165
lung_atlas,mixing_at_edge_30,scANVI,lisi_f1,0.266444
lung_atlas,mixing_at_edge_30,scANVI,pos_rate,0.849159
lung_atlas,mixing_at_edge_30,scANVI,truepos_rate,0.0988857
lung_atlas,mixing_at_edge_30,scDREAMER,ARI_cluster/label,0.694392
lung_atlas,mixing_at_edge_30,scDREAMER,ASW_label,0.611472
lung_atlas,mixing_at_edge_30,scDREAMER,ASW_label/batch,0.858238
lung_atlas,mixing_at_edge_30,scDREAMER,NMI_cluster/label,0.773788
lung_atlas,mixing_at_edge_30,scDREAMER,graph_conn,0.957119
lung_atlas,mixing_at_edge_30,scDREAMER,isolated_label_F1,0.830769
lung_atlas,mixing_at_edge_30,scDREAMER,isolated_label_silhouette,0.682456
lung_atlas,mixing_at_edge_30,scDREAMER,kBET,0.659307
lung_atlas,mixing_at_edge_30,scDREAMER,lisi_b,0.212962
lung_atlas,mixing_at_edge_30,scDREAMER,lisi_c,0.976453
lung_atlas,mixing_at_edge_30,scDREAMER,lisi_f1,0.349663
lung_atlas,mixing_at_edge_30,scDREAMER,pos_rate,0.817234
lung_atlas,mixing_at_edge_30,scDREAMER,truepos_rate,0.30845
lung_atlas,mixing_at_edge_30,scGEN,ARI_cluster/label,0.900051
lung_atlas,mixing_at_edge_30,scGEN,ASW_label,0.617306
lung_atlas,mixing_at_edge_30,scGEN,ASW_label/batch,0.797663
lung_atlas,mixing_at_edge_30,scGEN,NMI_cluster/label,0.939329
lung_atlas,mixing_at_edge_30,scGEN,graph_conn,0.995846
lung_atlas,mixing_at_edge_30,scGEN,isolated_label_F1,0.998314
lung_atlas,mixing_at_edge_30,scGEN,isolated_label_silhouette,0.666358
lung_atlas,mixing_at_edge_30,scGEN,kBET,0.530864
lung_atlas,mixing_at_edge_30,scGEN,lisi_b,0.167105
lung_atlas,mixing_at_edge_30,scGEN,lisi_c,0.981091
lung_atlas,mixing_at_edge_30,scGEN,lisi_f1,0.28557
lung_atlas,mixing_at_edge_30,scGEN,pos_rate,0.840648
lung_atlas,mixing_at_edge_30,scGEN,truepos_rate,0.111669
lung_atlas,mixing_at_edge_50,ItClust,ARI_cluster/label,0.729339
lung_atlas,mixing_at_edge_50,ItClust,ASW_label,0.789419
lung_atlas,mixing_at_edge_50,ItClust,ASW_label/batch,0.487244
lung_atlas,mixing_at_edge_50,ItClust,NMI_cluster/label,0.784301
lung_atlas,mixing_at_edge_50,ItClust,graph_conn,0.868669
lung_atlas,mixing_at_edge_50,ItClust,isolated_label_F1,0.731006
lung_atlas,mixing_at_edge_50,ItClust,isolated_label_silhouette,0.482776
lung_atlas,mixing_at_edge_50,ItClust,kBET,0.713784
lung_atlas,mixing_at_edge_50,ItClust,lisi_b,0.215796
lung_atlas,mixing_at_edge_50,ItClust,lisi_c,0.980613
lung_atlas,mixing_at_edge_50,ItClust,lisi_f1,0.353746
lung_atlas,mixing_at_edge_50,ItClust,pos_rate,0.848031
lung_atlas,mixing_at_edge_50,ItClust,truepos_rate,0.329163
lung_atlas,mixing_at_edge_50,STACAS,ARI_cluster/label,0.659559
lung_atlas,mixing_at_edge_50,STACAS,ASW_label,0.594292
lung_atlas,mixing_at_edge_50,STACAS,ASW_label/batch,0.841148
lung_atlas,mixing_at_edge_50,STACAS,NMI_cluster/label,0.75548
lung_atlas,mixing_at_edge_50,STACAS,graph_conn,0.962109
lung_atlas,mixing_at_edge_50,STACAS,isolated_label_F1,0.689139
lung_atlas,mixing_at_edge_50,STACAS,isolated_label_silhouette,0.60914
lung_atlas,mixing_at_edge_50,STACAS,kBET,0.468422
lung_atlas,mixing_at_edge_50,STACAS,lisi_b,0.167727
lung_atlas,mixing_at_edge_50,STACAS,lisi_c,0.978723
lung_atlas,mixing_at_edge_50,STACAS,lisi_f1,0.286377
lung_atlas,mixing_at_edge_50,STACAS,pos_rate,0.843417
lung_atlas,mixing_at_edge_50,STACAS,truepos_rate,0.0775226
lung_atlas,mixing_at_edge_50,scANVI,ARI_cluster/label,0.668414
lung_atlas,mixing_at_edge_50,scANVI,ASW_label,0.625465
lung_atlas,mixing_at_edge_50,scANVI,ASW_label/batch,0.868301
lung_atlas,mixing_at_edge_50,scANVI,NMI_cluster/label,0.79428
lung_atlas,mixing_at_edge_50,scANVI,graph_conn,0.970353
lung_atlas,mixing_at_edge_50,scANVI,isolated_label_F1,0.855219
lung_atlas,mixing_at_edge_50,scANVI,isolated_label_silhouette,0.730772
lung_atlas,mixing_at_edge_50,scANVI,kBET,0.435178
lung_atlas,mixing_at_edge_50,scANVI,lisi_b,0.153927
lung_atlas,mixing_at_edge_50,scANVI,lisi_c,0.98392
lung_atlas,mixing_at_edge_50,scANVI,lisi_f1,0.266208
lung_atlas,mixing_at_edge_50,scANVI,pos_rate,0.874795
lung_atlas,mixing_at_edge_50,scANVI,truepos_rate,0.0996035
lung_atlas,mixing_at_edge_50,scDREAMER,ARI_cluster/label,0.765734
lung_atlas,mixing_at_edge_50,scDREAMER,ASW_label,0.61971
lung_atlas,mixing_at_edge_50,scDREAMER,ASW_label/batch,0.859983
lung_atlas,mixing_at_edge_50,scDREAMER,NMI_cluster/label,0.804397
lung_atlas,mixing_at_edge_50,scDREAMER,graph_conn,0.955868
lung_atlas,mixing_at_edge_50,scDREAMER,isolated_label_F1,0.8646
lung_atlas,mixing_at_edge_50,scDREAMER,isolated_label_silhouette,0.687002
lung_atlas,mixing_at_edge_50,scDREAMER,kBET,0.662583
lung_atlas,mixing_at_edge_50,scDREAMER,lisi_b,0.214146
lung_atlas,mixing_at_edge_50,scDREAMER,lisi_c,0.980634
lung_atlas,mixing_at_edge_50,scDREAMER,lisi_f1,0.351527
lung_atlas,mixing_at_edge_50,scDREAMER,pos_rate,0.860371
lung_atlas,mixing_at_edge_50,scDREAMER,truepos_rate,0.328992
lung_atlas,mixing_at_edge_50,scGEN,ARI_cluster/label,0.764234
lung_atlas,mixing_at_edge_50,scGEN,ASW_label,0.598644
lung_atlas,mixing_at_edge_50,scGEN,ASW_label/batch,0.827529
lung_atlas,mixing_at_edge_50,scGEN,NMI_cluster/label,0.795009
lung_atlas,mixing_at_edge_50,scGEN,graph_conn,0.934719
lung_atlas,mixing_at_edge_50,scGEN,isolated_label_F1,0.601002
lung_atlas,mixing_at_edge_50,scGEN,isolated_label_silhouette,0.508027
lung_atlas,mixing_at_edge_50,scGEN,kBET,0.556591
lung_atlas,mixing_at_edge_50,scGEN,lisi_b,0.169139
lung_atlas,mixing_at_edge_50,scGEN,lisi_c,0.986839
lung_atlas,mixing_at_edge_50,scGEN,lisi_f1,0.288783
lung_atlas,mixing_at_edge_50,scGEN,pos_rate,0.872949
lung_atlas,mixing_at_edge_50,scGEN,truepos_rate,0.128042
lung_atlas,mixing_at_edge_70,ItClust,ARI_cluster/label,0.767903
lung_atlas,mixing_at_edge_70,ItClust,ASW_label,0.818248
lung_atlas,mixing_at_edge_70,ItClust,ASW_label/batch,0.505308
lung_atlas,mixing_at_edge_70,ItClust,NMI_cluster/label,0.820326
lung_atlas,mixing_at_edge_70,ItClust,graph_conn,0.920028
lung_atlas,mixing_at_edge_70,ItClust,isolated_label_F1,0.885246
lung_atlas,mixing_at_edge_70,ItClust,isolated_label_silhouette,0.743004
lung_atlas,mixing_at_edge_70,ItClust,kBET,0.7214
lung_atlas,mixing_at_edge_70,ItClust,lisi_b,0.220162
lung_atlas,mixing_at_edge_70,ItClust,lisi_c,0.984988
lung_atlas,mixing_at_edge_70,ItClust,lisi_f1,0.359883
lung_atlas,mixing_at_edge_70,ItClust,pos_rate,0.880127
lung_atlas,mixing_at_edge_70,ItClust,truepos_rate,0.376367
lung_atlas,mixing_at_edge_70,STACAS,ARI_cluster/label,0.685816
lung_atlas,mixing_at_edge_70,STACAS,ASW_label,0.596551
lung_atlas,mixing_at_edge_70,STACAS,ASW_label/batch,0.837812
lung_atlas,mixing_at_edge_70,STACAS,NMI_cluster/label,0.769181
lung_atlas,mixing_at_edge_70,STACAS,graph_conn,0.962158
lung_atlas,mixing_at_edge_70,STACAS,isolated_label_F1,0.834951
lung_atlas,mixing_at_edge_70,STACAS,isolated_label_silhouette,0.607338
lung_atlas,mixing_at_edge_70,STACAS,kBET,0.464106
lung_atlas,mixing_at_edge_70,STACAS,lisi_b,0.167623
lung_atlas,mixing_at_edge_70,STACAS,lisi_c,0.979166
lung_atlas,mixing_at_edge_70,STACAS,lisi_f1,0.286244
lung_atlas,mixing_at_edge_70,STACAS,pos_rate,0.848681
lung_atlas,mixing_at_edge_70,STACAS,truepos_rate,0.0807698
lung_atlas,mixing_at_edge_70,scANVI,ARI_cluster/label,0.674711
lung_atlas,mixing_at_edge_70,scANVI,ASW_label,0.639374
lung_atlas,mixing_at_edge_70,scANVI,ASW_label/batch,0.872093
lung_atlas,mixing_at_edge_70,scANVI,NMI_cluster/label,0.795027
lung_atlas,mixing_at_edge_70,scANVI,graph_conn,0.978867
lung_atlas,mixing_at_edge_70,scANVI,isolated_label_F1,0.918367
lung_atlas,mixing_at_edge_70,scANVI,isolated_label_silhouette,0.761234
lung_atlas,mixing_at_edge_70,scANVI,kBET,0.431021
lung_atlas,mixing_at_edge_70,scANVI,lisi_b,0.150816
lung_atlas,mixing_at_edge_70,scANVI,lisi_c,0.989558
lung_atlas,mixing_at_edge_70,scANVI,lisi_f1,0.261741
lung_atlas,mixing_at_edge_70,scANVI,pos_rate,0.91735
lung_atlas,mixing_at_edge_70,scANVI,truepos_rate,0.115122
lung_atlas,mixing_at_edge_70,scDREAMER,ARI_cluster/label,0.8324
