dataset,scenario,method,metric,score
lung_two_species,missing_and_mixing_at_edge_30,ItClust,lisi_c,0.985729
lung_two_species,missing_and_mixing_at_edge_30,ItClust,lisi_f1,0.31439
lung_two_species,missing_and_mixing_at_edge_30,ItClust,pos_rate,0.89263
lung_two_species,missing_and_mixing_at_edge_30,ItClust,truepos_rate,0.329913
lung_two_species,missing_and_mixing_at_edge_30,STACAS,ARI_cluster/label,0.551899
lung_two_species,missing_and_mixing_at_edge_30,STACAS,ASW_label,0.620533
lung_two_species,missing_and_mixing_at_edge_30,STACAS,ASW_label/batch,0.776742
lung_two_species,missing_and_mixing_at_edge_30,STACAS,NMI_cluster/label,0.768778
lung_two_species,missing_and_mixing_at_edge_30,STACAS,graph_conn,0.983633
lung_two_species,missing_and_mixing_at_edge_30,STACAS,kBET,0.141431
lung_two_species,missing_and_mixing_at_edge_30,STACAS,lisi_b,0.0648138
lung_two_species,missing_and_mixing_at_edge_30,STACAS,lisi_c,0.991067
lung_two_species,missing_and_mixing_at_edge_30,STACAS,lisi_f1,0.121671
lung_two_species,missing_and_mixing_at_edge_30,STACAS,pos_rate,0.929721
lung_two_species,missing_and_mixing_at_edge_30,STACAS,truepos_rate,0.15501
lung_two_species,missing_and_mixing_at_edge_30,scANVI,ARI_cluster/label,0.719669
lung_two_species,missing_and_mixing_at_edge_30,scANVI,ASW_label,0.633458
lung_two_species,missing_and_mixing_at_edge_30,scANVI,ASW_label/batch,0.845751
lung_two_species,missing_and_mixing_at_edge_30,scANVI,NMI_cluster/label,0.836432
lung_two_species,missing_and_mixing_at_edge_30,scANVI,graph_conn,0.986053
lung_two_species,missing_and_mixing_at_edge_30,scANVI,kBET,0.162516
lung_two_species,missing_and_mixing_at_edge_30,scANVI,lisi_b,0.127864
lung_two_species,missing_and_mixing_at_edge_30,scANVI,lisi_c,0.993388
lung_two_species,missing_and_mixing_at_edge_30,scANVI,lisi_f1,0.226565
lung_two_species,missing_and_mixing_at_edge_30,scANVI,pos_rate,0.948988
lung_two_species,missing_and_mixing_at_edge_30,scANVI,truepos_rate,0.220906
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,ARI_cluster/label,0.791017
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,ASW_label,0.660712
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,ASW_label/batch,0.808442
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,NMI_cluster/label,0.873033
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,graph_conn,0.982504
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,kBET,0.191427
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,lisi_b,0.159033
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,lisi_c,0.994406
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,lisi_f1,0.274212
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,pos_rate,0.956888
lung_two_species,missing_and_mixing_at_edge_30,scDREAMER,truepos_rate,0.254576
lung_two_species,missing_and_mixing_at_edge_30,scGEN,ARI_cluster/label,0.743798
lung_two_species,missing_and_mixing_at_edge_30,scGEN,ASW_label,0.606848
lung_two_species,missing_and_mixing_at_edge_30,scGEN,ASW_label/batch,0.881812
lung_two_species,missing_and_mixing_at_edge_30,scGEN,NMI_cluster/label,0.8401
lung_two_species,missing_and_mixing_at_edge_30,scGEN,graph_conn,0.98076
lung_two_species,missing_and_mixing_at_edge_30,scGEN,kBET,0.29451
lung_two_species,missing_and_mixing_at_edge_30,scGEN,lisi_b,0.263982
lung_two_species,missing_and_mixing_at_edge_30,scGEN,lisi_c,0.992243
lung_two_species,missing_and_mixing_at_edge_30,scGEN,lisi_f1,0.417018
lung_two_species,missing_and_mixing_at_edge_30,scGEN,pos_rate,0.94027
lung_two_species,missing_and_mixing_at_edge_30,scGEN,truepos_rate,0.333863
lung_two_species,missing_and_mixing_at_edge_50,ItClust,ARI_cluster/label,0.716992
lung_two_species,missing_and_mixing_at_edge_50,ItClust,ASW_label,0.809818
lung_two_species,missing_and_mixing_at_edge_50,ItClust,ASW_label/batch,0.382092
lung_two_species,missing_and_mixing_at_edge_50,ItClust,NMI_cluster/label,0.800022
lung_two_species,missing_and_mixing_at_edge_50,ItClust,graph_conn,0.865903
lung_two_species,missing_and_mixing_at_edge_50,ItClust,kBET,0.191058
lung_two_species,missing_and_mixing_at_edge_50,ItClust,lisi_b,0.196586
lung_two_species,missing_and_mixing_at_edge_50,ItClust,lisi_c,0.986682
lung_two_species,missing_and_mixing_at_edge_50,ItClust,lisi_f1,0.327851
lung_two_species,missing_and_mixing_at_edge_50,ItClust,pos_rate,0.888632
lung_two_species,missing_and_mixing_at_edge_50,ItClust,truepos_rate,0.333863
lung_two_species,missing_and_mixing_at_edge_50,STACAS,ARI_cluster/label,0.558934
lung_two_species,missing_and_mixing_at_edge_50,STACAS,ASW_label,0.620247
lung_two_species,missing_and_mixing_at_edge_50,STACAS,ASW_label/batch,0.77909
lung_two_species,missing_and_mixing_at_edge_50,STACAS,NMI_cluster/label,0.771446
lung_two_species,missing_and_mixing_at_edge_50,STACAS,graph_conn,0.983867
lung_two_species,missing_and_mixing_at_edge_50,STACAS,kBET,0.142917
lung_two_species,missing_and_mixing_at_edge_50,STACAS,lisi_b,0.0642926
lung_two_species,missing_and_mixing_at_edge_50,STACAS,lisi_c,0.991087
lung_two_species,missing_and_mixing_at_edge_50,STACAS,lisi_f1,0.120752
lung_two_species,missing_and_mixing_at_edge_50,STACAS,pos_rate,0.929672
lung_two_species,missing_and_mixing_at_edge_50,STACAS,truepos_rate,0.154094
lung_two_species,missing_and_mixing_at_edge_50,scANVI,ARI_cluster/label,0.732933
lung_two_species,missing_and_mixing_at_edge_50,scANVI,ASW_label,0.630285
lung_two_species,missing_and_mixing_at_edge_50,scANVI,ASW_label/batch,0.847368
lung_two_species,missing_and_mixing_at_edge_50,scANVI,NMI_cluster/label,0.840415
lung_two_species,missing_and_mixing_at_edge_50,scANVI,graph_conn,0.987148
lung_two_species,missing_and_mixing_at_edge_50,scANVI,kBET,0.156235
lung_two_species,missing_and_mixing_at_edge_50,scANVI,lisi_b,0.124214
lung_two_species,missing_and_mixing_at_edge_50,scANVI,lisi_c,0.992464
lung_two_species,missing_and_mixing_at_edge_50,scANVI,lisi_f1,0.220794
lung_two_species,missing_and_mixing_at_edge_50,scANVI,pos_rate,0.939788
lung_two_species,missing_and_mixing_at_edge_50,scANVI,truepos_rate,0.216378
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,ARI_cluster/label,0.697364
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,ASW_label,0.646477
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,ASW_label/batch,0.804118
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,NMI_cluster/label,0.814649
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,graph_conn,0.980821
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,kBET,0.179096
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,lisi_b,0.168228
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,lisi_c,0.989977
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,lisi_f1,0.287586
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,pos_rate,0.920231
lung_two_species,missing_and_mixing_at_edge_50,scDREAMER,truepos_rate,0.265414
lung_two_species,missing_and_mixing_at_edge_50,scGEN,ARI_cluster/label,0.742848
lung_two_species,missing_and_mixing_at_edge_50,scGEN,ASW_label,0.610616
lung_two_species,missing_and_mixing_at_edge_50,scGEN,ASW_label/batch,0.87658
lung_two_species,missing_and_mixing_at_edge_50,scGEN,NMI_cluster/label,0.841802
lung_two_species,missing_and_mixing_at_edge_50,scGEN,graph_conn,0.978753
lung_two_species,missing_and_mixing_at_edge_50,scGEN,kBET,0.317737
lung_two_species,missing_and_mixing_at_edge_50,scGEN,lisi_b,0.260256
lung_two_species,missing_and_mixing_at_edge_50,scGEN,lisi_c,0.992023
lung_two_species,missing_and_mixing_at_edge_50,scGEN,lisi_f1,0.412336
lung_two_species,missing_and_mixing_at_edge_50,scGEN,pos_rate,0.93685
lung_two_species,missing_and_mixing_at_edge_50,scGEN,truepos_rate,0.337283
lung_two_species,missing_and_mixing_at_edge_70,ItClust,ARI_cluster/label,0.699919
lung_two_species,missing_and_mixing_at_edge_70,ItClust,ASW_label,0.752984
lung_two_species,missing_and_mixing_at_edge_70,ItClust,ASW_label/batch,0.404582
lung_two_species,missing_and_mixing_at_edge_70,ItClust,NMI_cluster/label,0.777594
lung_two_species,missing_and_mixing_at_edge_70,ItClust,graph_conn,0.851853
lung_two_species,missing_and_mixing_at_edge_70,ItClust,kBET,0.18391
lung_two_species,missing_and_mixing_at_edge_70,ItClust,lisi_b,0.172672
lung_two_species,missing_and_mixing_at_edge_70,ItClust,lisi_c,0.98439
lung_two_species,missing_and_mixing_at_edge_70,ItClust,lisi_f1,0.293807
lung_two_species,missing_and_mixing_at_edge_70,ItClust,pos_rate,0.875193
lung_two_species,missing_and_mixing_at_edge_70,ItClust,truepos_rate,0.296002
lung_two_species,missing_and_mixing_at_edge_70,STACAS,ARI_cluster/label,0.644794
lung_two_species,missing_and_mixing_at_edge_70,STACAS,ASW_label,0.64019
lung_two_species,missing_and_mixing_at_edge_70,STACAS,ASW_label/batch,0.782922
lung_two_species,missing_and_mixing_at_edge_70,STACAS,NMI_cluster/label,0.808574
lung_two_species,missing_and_mixing_at_edge_70,STACAS,graph_conn,0.98381
lung_two_species,missing_and_mixing_at_edge_70,STACAS,kBET,0.182852
lung_two_species,missing_and_mixing_at_edge_70,STACAS,lisi_b,0.106255
lung_two_species,missing_and_mixing_at_edge_70,STACAS,lisi_c,0.991292
lung_two_species,missing_and_mixing_at_edge_70,STACAS,lisi_f1,0.191937
lung_two_species,missing_and_mixing_at_edge_70,STACAS,pos_rate,0.930058
lung_two_species,missing_and_mixing_at_edge_70,STACAS,truepos_rate,0.156647
lung_two_species,missing_and_mixing_at_edge_70,scANVI,ARI_cluster/label,0.698244
lung_two_species,missing_and_mixing_at_edge_70,scANVI,ASW_label,0.622748
lung_two_species,missing_and_mixing_at_edge_70,scANVI,ASW_label/batch,0.839907
lung_two_species,missing_and_mixing_at_edge_70,scANVI,NMI_cluster/label,0.823221
lung_two_species,missing_and_mixing_at_edge_70,scANVI,graph_conn,0.985112
lung_two_species,missing_and_mixing_at_edge_70,scANVI,kBET,0.152395
lung_two_species,missing_and_mixing_at_edge_70,scANVI,lisi_b,0.119285
lung_two_species,missing_and_mixing_at_edge_70,scANVI,lisi_c,0.991405
lung_two_species,missing_and_mixing_at_edge_70,scANVI,lisi_f1,0.212948
lung_two_species,missing_and_mixing_at_edge_70,scANVI,pos_rate,0.931214
lung_two_species,missing_and_mixing_at_edge_70,scANVI,truepos_rate,0.20737
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,ARI_cluster/label,0.697364
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,ASW_label,0.646477
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,ASW_label/batch,0.804118
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,NMI_cluster/label,0.814649
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,graph_conn,0.980821
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,kBET,0.177625
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,lisi_b,0.168228
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,lisi_c,0.989977
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,lisi_f1,0.287586
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,pos_rate,0.920231
lung_two_species,missing_and_mixing_at_edge_70,scDREAMER,truepos_rate,0.265414
lung_two_species,missing_and_mixing_at_edge_70,scGEN,ARI_cluster/label,0.699599
lung_two_species,missing_and_mixing_at_edge_70,scGEN,ASW_label,0.601214
lung_two_species,missing_and_mixing_at_edge_70,scGEN,ASW_label/batch,0.880425
lung_two_species,missing_and_mixing_at_edge_70,scGEN,NMI_cluster/label,0.827958
lung_two_species,missing_and_mixing_at_edge_70,scGEN,graph_conn,0.975126
lung_two_species,missing_and_mixing_at_edge_70,scGEN,kBET,0.289283
lung_two_species,missing_and_mixing_at_edge_70,scGEN,lisi_b,0.25904
lung_two_species,missing_and_mixing_at_edge_70,scGEN,lisi_c,0.991631
lung_two_species,missing_and_mixing_at_edge_70,scGEN,lisi_f1,0.410775
lung_two_species,missing_and_mixing_at_edge_70,scGEN,pos_rate,0.933237
lung_two_species,missing_and_mixing_at_edge_70,scGEN,truepos_rate,0.333719
lung_two_species,mixing_at_edge_30,ItClust,ARI_cluster/label,0.705615
lung_two_species,mixing_at_edge_30,ItClust,ASW_label,0.793004
lung_two_species,mixing_at_edge_30,ItClust,ASW_label/batch,0.463204
lung_two_species,mixing_at_edge_30,ItClust,NMI_cluster/label,0.816665
lung_two_species,mixing_at_edge_30,ItClust,graph_conn,0.892075
lung_two_species,mixing_at_edge_30,ItClust,isolated_label_F1,0.828089
lung_two_species,mixing_at_edge_30,ItClust,isolated_label_silhouette,0.779789
lung_two_species,mixing_at_edge_30,ItClust,kBET,0.171813
lung_two_species,mixing_at_edge_30,ItClust,lisi_b,0.176886
lung_two_species,mixing_at_edge_30,ItClust,lisi_c,0.98795
lung_two_species,mixing_at_edge_30,ItClust,lisi_f1,0.30005
lung_two_species,mixing_at_edge_30,ItClust,pos_rate,0.89499
lung_two_species,mixing_at_edge_30,ItClust,truepos_rate,0.272013
lung_two_species,mixing_at_edge_30,STACAS,ARI_cluster/label,0.544154
lung_two_species,mixing_at_edge_30,STACAS,ASW_label,0.619839
lung_two_species,mixing_at_edge_30,STACAS,ASW_label/batch,0.780009
lung_two_species,mixing_at_edge_30,STACAS,NMI_cluster/label,0.780318
lung_two_species,mixing_at_edge_30,STACAS,graph_conn,0.984339
lung_two_species,mixing_at_edge_30,STACAS,isolated_label_F1,0.834603
lung_two_species,mixing_at_edge_30,STACAS,isolated_label_silhouette,0.62386
lung_two_species,mixing_at_edge_30,STACAS,kBET,0.14475
lung_two_species,mixing_at_edge_30,STACAS,lisi_b,0.0641877
lung_two_species,mixing_at_edge_30,STACAS,lisi_c,0.991
lung_two_species,mixing_at_edge_30,STACAS,lisi_f1,0.120566
lung_two_species,mixing_at_edge_30,STACAS,pos_rate,0.929576
lung_two_species,mixing_at_edge_30,STACAS,truepos_rate,0.154721
lung_two_species,mixing_at_edge_30,scANVI,ARI_cluster/label,0.724002
lung_two_species,mixing_at_edge_30,scANVI,ASW_label,0.628203
lung_two_species,mixing_at_edge_30,scANVI,ASW_label/batch,0.845503
lung_two_species,mixing_at_edge_30,scANVI,NMI_cluster/label,0.834398
lung_two_species,mixing_at_edge_30,scANVI,graph_conn,0.976693
lung_two_species,mixing_at_edge_30,scANVI,isolated_label_F1,0.900722
lung_two_species,mixing_at_edge_30,scANVI,isolated_label_silhouette,0.633773
lung_two_species,mixing_at_edge_30,scANVI,kBET,0.158305
lung_two_species,mixing_at_edge_30,scANVI,lisi_b,0.123788
lung_two_species,mixing_at_edge_30,scANVI,lisi_c,0.992229
lung_two_species,mixing_at_edge_30,scANVI,lisi_f1,0.220114
lung_two_species,mixing_at_edge_30,scANVI,pos_rate,0.937861
lung_two_species,mixing_at_edge_30,scANVI,truepos_rate,0.219894
lung_two_species,mixing_at_edge_30,scDREAMER,ARI_cluster/label,0.552436
lung_two_species,mixing_at_edge_30,scDREAMER,ASW_label,0.533348
lung_two_species,mixing_at_edge_30,scDREAMER,ASW_label/batch,0.829128
lung_two_species,mixing_at_edge_30,scDREAMER,NMI_cluster/label,0.616827
lung_two_species,mixing_at_edge_30,scDREAMER,graph_conn,0.917607
lung_two_species,mixing_at_edge_30,scDREAMER,isolated_label_F1,0.661281
lung_two_species,mixing_at_edge_30,scDREAMER,isolated_label_silhouette,0.531809
lung_two_species,mixing_at_edge_30,scDREAMER,kBET,0.444763
lung_two_species,mixing_at_edge_30,scDREAMER,lisi_b,0.348675
lung_two_species,mixing_at_edge_30,scDREAMER,lisi_c,0.936988
lung_two_species,mixing_at_edge_30,scDREAMER,lisi_f1,0.508227
lung_two_species,mixing_at_edge_30,scDREAMER,pos_rate,0.685116
lung_two_species,mixing_at_edge_30,scDREAMER,truepos_rate,0.479576
lung_two_species,mixing_at_edge_30,scGEN,ARI_cluster/label,0.7419
lung_two_species,mixing_at_edge_30,scGEN,ASW_label,0.603686
lung_two_species,mixing_at_edge_30,scGEN,ASW_label/batch,0.865531
lung_two_species,mixing_at_edge_30,scGEN,NMI_cluster/label,0.846012
lung_two_species,mixing_at_edge_30,scGEN,graph_conn,0.971171
lung_two_species,mixing_at_edge_30,scGEN,isolated_label_F1,0.918593
lung_two_species,mixing_at_edge_30,scGEN,isolated_label_silhouette,0.603908
lung_two_species,mixing_at_edge_30,scGEN,kBET,0.322211
lung_two_species,mixing_at_edge_30,scGEN,lisi_b,0.265934
lung_two_species,mixing_at_edge_30,scGEN,lisi_c,0.991694
lung_two_species,mixing_at_edge_30,scGEN,lisi_f1,0.419401
lung_two_species,mixing_at_edge_30,scGEN,pos_rate,0.935212
lung_two_species,mixing_at_edge_30,scGEN,truepos_rate,0.337524
lung_two_species,mixing_at_edge_50,ItClust,ARI_cluster/label,0.676039
lung_two_species,mixing_at_edge_50,ItClust,ASW_label,0.746037
lung_two_species,mixing_at_edge_50,ItClust,ASW_label/batch,0.382426
lung_two_species,mixing_at_edge_50,ItClust,NMI_cluster/label,0.808737
lung_two_species,mixing_at_edge_50,ItClust,graph_conn,0.851996
lung_two_species,mixing_at_edge_50,ItClust,isolated_label_F1,0.847987
lung_two_species,mixing_at_edge_50,ItClust,isolated_label_silhouette,0.773148
lung_two_species,mixing_at_edge_50,ItClust,kBET,0.197861
lung_two_species,mixing_at_edge_50,ItClust,lisi_b,0.184988
lung_two_species,mixing_at_edge_50,ItClust,lisi_c,0.984873
lung_two_species,mixing_at_edge_50,ItClust,lisi_f1,0.311473
lung_two_species,mixing_at_edge_50,ItClust,pos_rate,0.875145
lung_two_species,mixing_at_edge_50,ItClust,truepos_rate,0.2829
lung_two_species,mixing_at_edge_50,STACAS,ARI_cluster/label,0.545421
lung_two_species,mixing_at_edge_50,STACAS,ASW_label,0.620205
lung_two_species,mixing_at_edge_50,STACAS,ASW_label/batch,0.778758
lung_two_species,mixing_at_edge_50,STACAS,NMI_cluster/label,0.784578
lung_two_species,mixing_at_edge_50,STACAS,graph_conn,0.984042
lung_two_species,mixing_at_edge_50,STACAS,isolated_label_F1,0.834217
lung_two_species,mixing_at_edge_50,STACAS,isolated_label_silhouette,0.624617
lung_two_species,mixing_at_edge_50,STACAS,kBET,0.145011
lung_two_species,mixing_at_edge_50,STACAS,lisi_b,0.0655263
lung_two_species,mixing_at_edge_50,STACAS,lisi_c,0.991079
lung_two_species,mixing_at_edge_50,STACAS,lisi_f1,0.122925
lung_two_species,mixing_at_edge_50,STACAS,pos_rate,0.929672
lung_two_species,mixing_at_edge_50,STACAS,truepos_rate,0.155491
lung_two_species,mixing_at_edge_50,scANVI,ARI_cluster/label,0.732676
lung_two_species,mixing_at_edge_50,scANVI,ASW_label,0.632326
lung_two_species,mixing_at_edge_50,scANVI,ASW_label/batch,0.847061
lung_two_species,mixing_at_edge_50,scANVI,NMI_cluster/label,0.840357
lung_two_species,mixing_at_edge_50,scANVI,graph_conn,0.986733
lung_two_species,mixing_at_edge_50,scANVI,isolated_label_F1,0.920436
lung_two_species,mixing_at_edge_50,scANVI,isolated_label_silhouette,0.63709
lung_two_species,mixing_at_edge_50,scANVI,kBET,0.15812
lung_two_species,mixing_at_edge_50,scANVI,lisi_b,0.123592
lung_two_species,mixing_at_edge_50,scANVI,lisi_c,0.992991
lung_two_species,mixing_at_edge_50,scANVI,lisi_f1,0.219824
lung_two_species,mixing_at_edge_50,scANVI,pos_rate,0.94475
lung_two_species,mixing_at_edge_50,scANVI,truepos_rate,0.213776
lung_two_species,mixing_at_edge_50,scDREAMER,ARI_cluster/label,0.540677
lung_two_species,mixing_at_edge_50,scDREAMER,ASW_label,0.526384
lung_two_species,mixing_at_edge_50,scDREAMER,ASW_label/batch,0.818823
lung_two_species,mixing_at_edge_50,scDREAMER,NMI_cluster/label,0.594351
lung_two_species,mixing_at_edge_50,scDREAMER,graph_conn,0.904401
lung_two_species,mixing_at_edge_50,scDREAMER,isolated_label_F1,0.646313
lung_two_species,mixing_at_edge_50,scDREAMER,isolated_label_silhouette,0.523424
lung_two_species,mixing_at_edge_50,scDREAMER,kBET,0.463998
lung_two_species,mixing_at_edge_50,scDREAMER,lisi_b,0.336485
lung_two_species,mixing_at_edge_50,scDREAMER,lisi_c,0.931811
lung_two_species,mixing_at_edge_50,scDREAMER,lisi_f1,0.494428
lung_two_species,mixing_at_edge_50,scDREAMER,pos_rate,0.6592
lung_two_species,mixing_at_edge_50,scDREAMER,truepos_rate,0.424904
lung_two_species,mixing_at_edge_50,scGEN,ARI_cluster/label,0.707897
lung_two_species,mixing_at_edge_50,scGEN,ASW_label,0.608324
lung_two_species,mixing_at_edge_50,scGEN,ASW_label/batch,0.86796
lung_two_species,mixing_at_edge_50,scGEN,NMI_cluster/label,0.836532
lung_two_species,mixing_at_edge_50,scGEN,graph_conn,0.978808
lung_two_species,mixing_at_edge_50,scGEN,isolated_label_F1,0.925628
lung_two_species,mixing_at_edge_50,scGEN,isolated_label_silhouette,0.607572
lung_two_species,mixing_at_edge_50,scGEN,kBET,0.321361
lung_two_species,mixing_at_edge_50,scGEN,lisi_b,0.261439
lung_two_species,mixing_at_edge_50,scGEN,lisi_c,0.99179
lung_two_species,mixing_at_edge_50,scGEN,lisi_f1,0.413799
lung_two_species,mixing_at_edge_50,scGEN,pos_rate,0.93738
lung_two_species,mixing_at_edge_50,scGEN,truepos_rate,0.331262
lung_two_species,mixing_at_edge_70,ItClust,ARI_cluster/label,0.831926
lung_two_species,mixing_at_edge_70,ItClust,ASW_label,0.837
lung_two_species,mixing_at_edge_70,ItClust,ASW_label/batch,0.44447
lung_two_species,mixing_at_edge_70,ItClust,NMI_cluster/label,0.865253
lung_two_species,mixing_at_edge_70,ItClust,graph_conn,0.894064
lung_two_species,mixing_at_edge_70,ItClust,isolated_label_F1,0.880753
lung_two_species,mixing_at_edge_70,ItClust,isolated_label_silhouette,0.80945
lung_two_species,mixing_at_edge_70,ItClust,kBET,0.207828
lung_two_species,mixing_at_edge_70,ItClust,lisi_b,0.191806
lung_two_species,mixing_at_edge_70,ItClust,lisi_c,0.990593
lung_two_species,mixing_at_edge_70,ItClust,lisi_f1,0.321384
lung_two_species,mixing_at_edge_70,ItClust,pos_rate,0.920568
lung_two_species,mixing_at_edge_70,ItClust,truepos_rate,0.293208
lung_two_species,mixing_at_edge_70,STACAS,ARI_cluster/label,0.545334
lung_two_species,mixing_at_edge_70,STACAS,ASW_label,0.619901
lung_two_species,mixing_at_edge_70,STACAS,ASW_label/batch,0.778929
lung_two_species,mixing_at_edge_70,STACAS,NMI_cluster/label,0.784229
lung_two_species,mixing_at_edge_70,STACAS,graph_conn,0.984373
lung_two_species,mixing_at_edge_70,STACAS,isolated_label_F1,0.832972
lung_two_species,mixing_at_edge_70,STACAS,isolated_label_silhouette,0.624276
lung_two_species,mixing_at_edge_70,STACAS,kBET,0.146174
lung_two_species,mixing_at_edge_70,STACAS,lisi_b,0.0655981
lung_two_species,mixing_at_edge_70,STACAS,lisi_c,0.991063
lung_two_species,mixing_at_edge_70,STACAS,lisi_f1,0.123051
lung_two_species,mixing_at_edge_70,STACAS,pos_rate,0.929913
lung_two_species,mixing_at_edge_70,STACAS,truepos_rate,0.154913
lung_two_species,mixing_at_edge_70,scANVI,ARI_cluster/label,0.747007
lung_two_species,mixing_at_edge_70,scANVI,ASW_label,0.634746
lung_two_species,mixing_at_edge_70,scANVI,ASW_label/batch,0.840788
lung_two_species,mixing_at_edge_70,scANVI,NMI_cluster/label,0.85121
lung_two_species,mixing_at_edge_70,scANVI,graph_conn,0.986451
lung_two_species,mixing_at_edge_70,scANVI,isolated_label_F1,0.919168
lung_two_species,mixing_at_edge_70,scANVI,isolated_label_silhouette,0.640345
lung_two_species,mixing_at_edge_70,scANVI,kBET,0.15404
lung_two_species,mixing_at_edge_70,scANVI,lisi_b,0.122349
lung_two_species,mixing_at_edge_70,scANVI,lisi_c,0.993782
lung_two_species,mixing_at_edge_70,scANVI,lisi_f1,0.217875
lung_two_species,mixing_at_edge_70,scANVI,pos_rate,0.951493
lung_two_species,mixing_at_edge_70,scANVI,truepos_rate,0.216956
lung_two_species,mixing_at_edge_70,scDREAMER,ARI_cluster/label,0.568141
lung_two_species,mixing_at_edge_70,scDREAMER,ASW_label,0.536306
lung_two_species,mixing_at_edge_70,scDREAMER,ASW_label/batch,0.833234
lung_two_species,mixing_at_edge_70,scDREAMER,NMI_cluster/label,0.616196
lung_two_species,mixing_at_edge_70,scDREAMER,graph_conn,0.917489
lung_two_species,mixing_at_edge_70,scDREAMER,isolated_label_F1,0.693815
lung_two_species,mixing_at_edge_70,scDREAMER,isolated_label_silhouette,0.534684
lung_two_species,mixing_at_edge_70,scDREAMER,kBET,0.442492
lung_two_species,mixing_at_edge_70,scDREAMER,lisi_b,0.345919
lung_two_species,mixing_at_edge_70,scDREAMER,lisi_c,0.936287
lung_two_species,mixing_at_edge_70,scDREAMER,lisi_f1,0.505191
lung_two_species,mixing_at_edge_70,scDREAMER,pos_rate,0.686464
lung_two_species,mixing_at_edge_70,scDREAMER,truepos_rate,0.466474
lung_two_species,mixing_at_edge_70,scGEN,ARI_cluster/label,0.716833
lung_two_species,mixing_at_edge_70,scGEN,ASW_label,0.608826
lung_two_species,mixing_at_edge_70,scGEN,ASW_label/batch,0.862014
lung_two_species,mixing_at_edge_70,scGEN,NMI_cluster/label,0.842553
lung_two_species,mixing_at_edge_70,scGEN,graph_conn,0.983405
lung_two_species,mixing_at_edge_70,scGEN,isolated_label_F1,0.927303
lung_two_species,mixing_at_edge_70,scGEN,isolated_label_silhouette,0.608707
lung_two_species,mixing_at_edge_70,scGEN,kBET,0.32019
lung_two_species,mixing_at_edge_70,scGEN,lisi_b,0.258412
lung_two_species,mixing_at_edge_70,scGEN,lisi_c,0.992038
lung_two_species,mixing_at_edge_70,scGEN,lisi_f1,0.410019
lung_two_species,mixing_at_edge_70,scGEN,pos_rate,0.940366
lung_two_species,mixing_at_edge_70,scGEN,truepos_rate,0.34027
lung_two_species,partially_annotated_batches_0,ItClust,ARI_cluster/label,0.619421
lung_two_species,partially_annotated_batches_0,ItClust,ASW_label,0.669304
lung_two_species,partially_annotated_batches_0,ItClust,ASW_label/batch,0.182621
lung_two_species,partially_annotated_batches_0,ItClust,NMI_cluster/label,0.811445
lung_two_species,partially_annotated_batches_0,ItClust,graph_conn,0.838507
lung_two_species,partially_annotated_batches_0,ItClust,lisi_b,0.021
lung_two_species,partially_annotated_batches_0,ItClust,lisi_c,0.982
lung_two_species,partially_annotated_batches_0,ItClust,lisi_f1,0.041
lung_two_species,partially_annotated_batches_0,ItClust,pos_rate,0.850482
lung_two_species,partially_annotated_batches_0,ItClust,truepos_rate,0.0913295
lung_two_species,partially_annotated_batches_0,scANVI,ARI_cluster/label,0.714804
lung_two_species,partially_annotated_batches_0,scANVI,ASW_label,0.604865
lung_two_species,partially_annotated_batches_0,scANVI,ASW_label/batch,0.810175
lung_two_species,partially_annotated_batches_0,scANVI,NMI_cluster/label,0.817431
lung_two_species,partially_annotated_batches_0,scANVI,graph_conn,0.989525
lung_two_species,partially_annotated_batches_0,scANVI,lisi_b,0.094
